phase,endpoint,first,second,metric,direction,pairs,task_groups,difference,ci95_low,ci95_high,resamples,analysis_seed
interaction_assessment,failure_type_4,agent_s2_trained,qwen25_heads,mcc,second_minus_first,96,95,0.7003333221784532,0.5933862559948293,0.8022915747298028,10000,20250831
interaction_assessment,failure_type_4,agent_s2_trained,qwen25_heads,balanced_accuracy,second_minus_first,96,95,0.5611111111111111,0.5204678362573099,0.5988700564971752,10000,20250831
interaction_assessment,failure_type_4,agent_s2_trained,qwen25_heads,macro_f1,second_minus_first,96,95,0.46309596892008076,0.3651875224431858,0.532651179678732,10000,20250831
interaction_assessment,failure_type_4,agent_s2_trained,qwen25_heads,accuracy,second_minus_first,96,95,0.48958333333333337,0.3894736842105263,0.5894736842105263,10000,20250831
interaction_assessment,outcome_label,webvoyager_trained,qwen25_heads,mcc,second_minus_first,89,88,0.8477318909082134,0.5370638705319043,1.0644886730536915,10000,20250831
interaction_assessment,outcome_label,webvoyager_trained,qwen25_heads,balanced_accuracy,second_minus_first,89,88,0.359192037470726,0.2511452017139623,0.4657061100131753,10000,20250831
interaction_assessment,outcome_label,webvoyager_trained,qwen25_heads,macro_f1,second_minus_first,89,88,0.5533251240242598,0.4585882734308522,0.6439362423302227,10000,20250831
interaction_assessment,outcome_label,webvoyager_trained,qwen25_heads,accuracy,second_minus_first,89,88,0.5056179775280899,0.3820224719101124,0.6222222222222222,10000,20250831
interaction_assessment,failure_type_4,webvoyager_trained,qwen25_heads,mcc,second_minus_first,89,88,0.8034034110430599,0.562186586022251,0.9779338542119208,10000,20250831
interaction_assessment,failure_type_4,webvoyager_trained,qwen25_heads,balanced_accuracy,second_minus_first,89,88,0.39201482479784366,0.3390890151515152,0.5822222222222222,10000,20250831
interaction_assessment,failure_type_4,webvoyager_trained,qwen25_heads,macro_f1,second_minus_first,89,88,0.3982155706390713,0.30480912524958553,0.47998929043529726,10000,20250831
interaction_assessment,failure_type_4,webvoyager_trained,qwen25_heads,accuracy,second_minus_first,89,88,0.4269662921348314,0.3067564229249012,0.5454545454545454,10000,20250831
recovery_assessment,outcome_label,browser_use_base,browser_use_trained,mcc,second_minus_first,20,20,0.0,0.0,0.0,10000,20250831
recovery_assessment,outcome_label,browser_use_base,browser_use_trained,balanced_accuracy,second_minus_first,20,20,0.0,0.0,0.0,10000,20250831
recovery_assessment,outcome_label,browser_use_base,browser_use_trained,macro_f1,second_minus_first,20,20,0.0,0.0,0.0,10000,20250831
recovery_assessment,outcome_label,browser_use_base,browser_use_trained,accuracy,second_minus_first,20,20,0.0,0.0,0.0,10000,20250831
recovery_assessment,outcome_label,agent_s2_base,agent_s2_trained,mcc,second_minus_first,32,32,0.0,0.0,0.0,10000,20250831
recovery_assessment,outcome_label,agent_s2_base,agent_s2_trained,balanced_accuracy,second_minus_first,32,32,0.0,0.0,0.0,10000,20250831
recovery_assessment,outcome_label,agent_s2_base,agent_s2_trained,macro_f1,second_minus_first,32,32,0.0,0.0,0.0,10000,20250831
recovery_assessment,outcome_label,agent_s2_base,agent_s2_trained,accuracy,second_minus_first,32,32,0.0,0.0,0.0,10000,20250831
recovery_assessment,outcome_label,webvoyager_base,webvoyager_trained,mcc,second_minus_first,0,0,,,,10000,20250831
recovery_assessment,outcome_label,webvoyager_base,webvoyager_trained,balanced_accuracy,second_minus_first,0,0,,,,10000,20250831
recovery_assessment,outcome_label,webvoyager_base,webvoyager_trained,macro_f1,second_minus_first,0,0,,,,10000,20250831
recovery_assessment,outcome_label,webvoyager_base,webvoyager_trained,accuracy,second_minus_first,0,0,,,,10000,20250831
recovery_assessment,outcome_label,browser_use_base,qwen25_heads,mcc,second_minus_first,30,30,1.042698507714643,0.7844645405527361,1.2033553133277972,10000,20250831
recovery_assessment,outcome_label,browser_use_base,qwen25_heads,balanced_accuracy,second_minus_first,30,30,0.46825396825396826,0.33333333333333326,0.5652173913043479,10000,20250831
recovery_assessment,outcome_label,browser_use_base,qwen25_heads,macro_f1,second_minus_first,30,30,0.5589603283173734,0.4355555555555556,0.6475324675324676,10000,20250831
recovery_assessment,outcome_label,browser_use_base,qwen25_heads,accuracy,second_minus_first,30,30,0.30000000000000004,0.1333333333333333,0.4666666666666667,10000,20250831
recovery_assessment,outcome_label,agent_s2_base,qwen25_heads,mcc,second_minus_first,91,90,0.9758694169536011,0.7918244078305291,1.1126514053616128,10000,20250831
recovery_assessment,outcome_label,agent_s2_base,qwen25_heads,balanced_accuracy,second_minus_first,91,90,0.4454106280193237,0.38735457935012413,0.5,10000,20250831
recovery_assessment,outcome_label,agent_s2_base,qwen25_heads,macro_f1,second_minus_first,91,90,0.6031118443508932,0.5244971894649069,0.6752752150207786,10000,20250831
recovery_assessment,outcome_label,agent_s2_base,qwen25_heads,accuracy,second_minus_first,91,90,0.43956043956043955,0.31182795698924726,0.5604395604395604,10000,20250831
recovery_assessment,outcome_label,webvoyager_base,qwen25_heads,mcc,second_minus_first,0,0,,,,10000,20250831
recovery_assessment,outcome_label,webvoyager_base,qwen25_heads,balanced_accuracy,second_minus_first,0,0,,,,10000,20250831
recovery_assessment,outcome_label,webvoyager_base,qwen25_heads,macro_f1,second_minus_first,0,0,,,,10000,20250831
recovery_assessment,outcome_label,webvoyager_base,qwen25_heads,accuracy,second_minus_first,0,0,,,,10000,20250831
recovery_assessment,outcome_label,browser_use_trained,qwen25_heads,mcc,second_minus_first,35,35,0.8513229932441672,0.44949578991428535,1.0884315376570763,10000,20250831
recovery_assessment,outcome_label,browser_use_trained,qwen25_heads,balanced_accuracy,second_minus_first,35,35,0.4838709677419355,0.41379310344827586,0.5344827586206897,10000,20250831
recovery_assessment,outcome_label,browser_use_trained,qwen25_heads,macro_f1,second_minus_first,35,35,0.42179487179487174,0.1501225490196078,0.5555555555555556,10000,20250831
recovery_assessment,outcome_label,browser_use_trained,qwen25_heads,accuracy,second_minus_first,35,35,0.08571428571428574,-0.05714285714285716,0.22857142857142854,10000,20250831
recovery_assessment,outcome_label,agent_s2_trained,qwen25_heads,mcc,second_minus_first,36,36,0.732968629735762,0.32461667004554856,1.0230638811346737,10000,20250831
recovery_assessment,outcome_label,agent_s2_trained,qwen25_heads,balanced_accuracy,second_minus_first,36,36,0.38333333333333336,0.1785714285714286,0.5161290322580645,10000,20250831
recovery_assessment,outcome_label,agent_s2_trained,qwen25_heads,macro_f1,second_minus_first,36,36,0.3765062523683213,0.15064935064935064,0.5345454545454545,10000,20250831
recovery_assessment,outcome_label,agent_s2_trained,qwen25_heads,accuracy,second_minus_first,36,36,0.08333333333333326,-0.08333333333333326,0.25,10000,20250831
recovery_assessment,outcome_label,webvoyager_trained,qwen25_heads,mcc,second_minus_first,19,19,0.7601169500660919,0.44908871313907184,1.0,10000,20250831
recovery_assessment,outcome_label,webvoyager_trained,qwen25_heads,balanced_accuracy,second_minus_first,19,19,0.43333333333333335,0.32352941176470584,0.5,10000,20250831
recovery_assessment,outcome_label,webvoyager_trained,qwen25_heads,macro_f1,second_minus_first,19,19,0.42310924369747904,0.1637931034482759,0.59375,10000,20250831
recovery_assessment,outcome_label,webvoyager_trained,qwen25_heads,accuracy,second_minus_first,19,19,0.10526315789473684,-0.1578947368421052,0.36842105263157887,10000,20250831
